Time (s)	X (km)	Y (km)	Z (km)	vx (km)	vy (km)	vz (km)
7.319911	1.009472	-0.001241	0.000977	-0.000679	0.003305	-0.000708
7.351327	1.009451	-0.001135	0.000953	-0.000614	0.003475	-0.000815
7.382743	1.009433	-0.001023	0.000926	-0.000549	0.003630	-0.000919
7.414159	1.009417	-0.000907	0.000896	-0.000483	0.003769	-0.001019
7.445575	1.009403	-0.000787	0.000862	-0.000415	0.003891	-0.001117
7.476991	1.009391	-0.000663	0.000825	-0.000348	0.003996	-0.001211
7.508406	1.009381	-0.000536	0.000786	-0.000280	0.004083	-0.001301
7.539822	1.009373	-0.000406	0.000744	-0.000211	0.004151	-0.001386
7.571238	1.009368	-0.000275	0.000699	-0.000143	0.004201	-0.001468
7.602654	1.009364	-0.000143	0.000652	-0.000074	0.004231	-0.001544
7.634070	1.009363	-0.000009	0.000602	-0.000005	0.004242	-0.001615
7.665486	1.009364	0.000124	0.000550	0.000064	0.004234	-0.001681
7.696902	1.009367	0.000256	0.000496	0.000133	0.004206	-0.001742
7.728318	1.009372	0.000388	0.000441	0.000202	0.004159	-0.001796
7.759734	1.009380	0.000518	0.000384	0.000270	0.004093	-0.001844
7.791150	1.009389	0.000645	0.000325	0.000338	0.004009	-0.001886
7.822566	1.009401	0.000769	0.000265	0.000406	0.003907	-0.001921
7.853982	1.009415	0.000890	0.000204	0.000473	0.003787	-0.001949
7.885398	1.009431	0.001007	0.000143	0.000540	0.003650	-0.001970
7.916813	1.009449	0.001119	0.000081	0.000605	0.003498	-0.001984
7.948229	1.009469	0.001227	0.000018	0.000670	0.003330	-0.001990
7.979645	1.009491	0.001328	-0.000044	0.000733	0.003149	-0.001988
8.011061	1.009515	0.001424	-0.000107	0.000794	0.002954	-0.001979
8.042477	1.009541	0.001514	-0.000169	0.000854	0.002747	-0.001962
8.073893	1.009568	0.001597	-0.000230	0.000912	0.002529	-0.001937
8.105309	1.009598	0.001673	-0.000290	0.000967	0.002301	-0.001904
8.136725	1.009629	0.001741	-0.000349	0.001019	0.002064	-0.001863
8.168141	1.009662	0.001802	-0.000407	0.001069	0.001820	-0.001814
8.199557	1.009696	0.001856	-0.000463	0.001114	0.001570	-0.001758
8.230973	1.009732	0.001901	-0.000518	0.001156	0.001314	-0.001693
8.262389	1.009769	0.001938	-0.000570	0.001194	0.001054	-0.001621
8.293805	1.009807	0.001967	-0.000619	0.001228	0.000791	-0.001541
8.325221	1.009846	0.001988	-0.000666	0.001256	0.000526	-0.001454
8.356636	1.009886	0.002000	-0.000711	0.001280	0.000260	-0.001360
8.388052	1.009926	0.002004	-0.000752	0.001298	-0.000005	-0.001260
8.419468	1.009967	0.002000	-0.000790	0.001310	-0.000269	-0.001154
8.450884	1.010008	0.001987	-0.000824	0.001316	-0.000531	-0.001042
8.482300	1.010050	0.001966	-0.000855	0.001317	-0.000789	-0.000924
8.513716	1.010091	0.001938	-0.000882	0.001311	-0.001043	-0.000803
8.545132	1.010132	0.001901	-0.000905	0.001299	-0.001291	-0.000677
8.576548	1.010173	0.001857	-0.000925	0.001281	-0.001534	-0.000548
8.607964	1.010213	0.001805	-0.000940	0.001256	-0.001769	-0.000416
8.639380	1.010252	0.001745	-0.000951	0.001225	-0.001997	-0.000281
8.670796	1.010289	0.001679	-0.000958	0.001188	-0.002216	-0.000146
8.702212	1.010326	0.001606	-0.000960	0.001145	-0.002425	-0.000009
8.733628	1.010361	0.001527	-0.000958	0.001096	-0.002624	0.000127
8.765044	1.010395	0.001442	-0.000952	0.001041	-0.002813	0.000263
8.796459	1.010427	0.001350	-0.000942	0.000981	-0.002990	0.000397
8.827875	1.010457	0.001254	-0.000927	0.000916	-0.003154	0.000530
8.859291	1.010484	0.001152	-0.000908	0.000846	-0.003307	0.000660
8.890707	1.010510	0.001046	-0.000886	0.000771	-0.003445	0.000786
8.922123	1.010533	0.000936	-0.000859	0.000693	-0.003570	0.000908
8.953539	1.010553	0.000822	-0.000829	0.000610	-0.003681	0.001026
8.984955	1.010571	0.000705	-0.000795	0.000525	-0.003777	0.001139
9.016371	1.010586	0.000585	-0.000757	0.000437	-0.003858	0.001246
9.047787	1.010598	0.000463	-0.000716	0.000346	-0.003924	0.001347
9.079203	1.010608	0.000338	-0.000673	0.000254	-0.003975	0.001442
9.110619	1.010614	0.000213	-0.000626	0.000160	-0.004010	0.001530
9.142035	1.010618	0.000087	-0.000576	0.000065	-0.004028	0.001610
