Time (s)	X (km)	Y (km)	Z (km)	vx (km)	vy (km)	vz (km)
8353357.069443444721	1482058.887853909982	608292.168850372895	209416.048088202719	-0.059717838843	0.149705511501	0.056442742239
8495250.515281850472	1473218.469122319482	628958.930874994840	217280.723208806972	-0.064684471147	0.141539696469	0.054378605887
8495250.515281850472	1473218.469122318784	628958.930874995422	217280.723208807176	-0.061768043465	0.139539578321	0.053566877640
8495250.515289755538	1473218.469121830538	628958.930876098573	217280.723209230666	-0.061768043465	0.139539578320	0.053566877640
8495250.515305567533	1473218.469120853813	628958.930878304876	217280.723210077645	-0.061768043465	0.139539578319	0.053566877640
8495250.515337189659	1473218.469118900597	628958.930882717483	217280.723211771576	-0.061768043466	0.139539578317	0.053566877639
8495250.515400435776	1473218.469114993932	628958.930891542695	217280.723215159436	-0.061768043468	0.139539578314	0.053566877638
8495250.515526926145	1473218.469107180834	628958.930909193237	217280.723221935157	-0.061768043472	0.139539578306	0.053566877636
8495250.515779908746	1473218.469091554638	628958.930944494321	217280.723235486628	-0.061768043479	0.139539578291	0.053566877632
8495250.516285873950	1473218.469060302246	628958.931015096372	217280.723262589570	-0.061768043493	0.139539578261	0.053566877625
8495250.517297802493	1473218.468997797463	628958.931156300474	217280.723316795425	-0.061768043522	0.139539578201	0.053566877609
8495250.519321659580	1473218.468872787664	628958.931438708678	217280.723425207165	-0.061768043579	0.139539578082	0.053566877577
8495250.523369375616	1473218.468622768298	628958.932003525202	217280.723642030644	-0.061768043693	0.139539577842	0.053566877514
8495250.531464805827	1473218.468122729333	628958.933133158251	217280.724075677601	-0.061768043922	0.139539577364	0.053566877388
8495250.547655668110	1473218.467122651404	628958.935392424231	217280.724942971487	-0.061768044379	0.139539576407	0.053566877136
8495250.580037390813	1473218.465122495778	628958.939910956193	217280.726677559258	-0.061768045294	0.139539574492	0.053566876633
8495250.644800838083	1473218.461122184293	628958.948948019883	217280.730146734772	-0.061768047124	0.139539570664	0.053566875625
8495250.774327730760	1473218.453121560859	628958.967022146448	217280.737085085595	-0.061768050783	0.139539563007	0.053566873610
8495251.033381516114	1473218.437120312592	628959.003170396551	217280.750961786485	-0.061768058101	0.139539547693	0.053566869579
8495251.551489088684	1473218.405117810238	628959.075466884882	217280.778715185123	-0.061768072738	0.139539517064	0.053566861518
8495252.587704231963	1473218.341112782713	628959.220059813815	217280.834221969882	-0.061768102012	0.139539455807	0.053566845396
8495254.660134518519	1473218.213102636626	628959.509245481342	217280.945235489256	-0.061768160559	0.139539333293	0.053566813151
8495258.804995093495	1473217.957081980538	628960.087616054690	217281.167262327537	-0.061768277652	0.139539088265	0.053566748662
8495267.094716243446	1473217.445039212238	628961.244354154682	217281.611315202230	-0.061768511832	0.139538598208	0.053566619682
8495283.674158541486	1473216.420947852079	628963.557818167261	217282.499417743966	-0.061768980173	0.139537618093	0.053566361721
8495316.833043139428	1473214.372741838219	628968.184697443037	217284.275609996810	-0.061769916770	0.139535657855	0.053565845791
8495383.150812335312	1473210.276236650068	628977.438260995899	217287.827943178621	-0.061771789633	0.139531737349	0.053564813899
8495515.786350727081	1473202.082853734959	628995.944608097197	217294.932404236606	-0.061775534032	0.139523896216	0.053562749984
8495781.057427510619	1473185.694598570699	629032.954182207934	217309.140505049523	-0.061783017518	0.139508213469	0.053558621633
8496311.599581077695	1473152.912137482315	629106.960849469295	217337.553420820128	-0.061797963240	0.139476846068	0.053550362856
8497372.683888209984	1473087.323464891873	629254.924255488906	217394.366103822103	-0.061827769646	0.139414103792	0.053533837054
8499494.852502474561	1472956.051539381966	629550.651317409705	217507.938835141453	-0.061887041991	0.139288590546	0.053500752877
8501617.021116739139	1472824.654310149373	629846.111980407382	217621.441310857772	-0.061945859794	0.139163041332	0.053467626074
8505861.358345268294	1472561.487803362776	630436.233821836533	217848.235139794357	-0.062062129069	0.138911846020	0.053401248463
8510105.695573797449	1472297.831684066448	631025.289262741106	218074.746899890277	-0.062176572288	0.138660539937	0.053334712004
8514350.032802326605	1472033.693712963257	631613.277879952453	218300.975933560636	-0.062289184639	0.138409145227	0.053268024534
8522838.707259384915	1471504.003356764559	632786.053421180928	218752.583358114789	-0.062508899314	0.137906178808	0.053134228172
8531327.381716443226	1470972.479186083889	633954.558946797159	219203.052824083075	-0.062721241918	0.137403125026	0.052999923083
8539816.056173501536	1470439.183890491258	635118.794474575436	219652.380286261206	-0.062926187131	0.136900162837	0.052865173712
8548304.730630559847	1469904.180349667789	636278.761543626082	220100.562249360519	-0.063123715470	0.136397471713	0.052730045174
8565282.079544678330	1468829.300698556472	638585.904091281118	220993.478480020742	-0.063496472593	0.135393622089	0.052458914009
8599236.777372915298	1466661.818793472601	643149.204902887694	222765.473376703769	-0.064152766811	0.133397089446	0.051915025621
8633191.475201152265	1464474.063060857821	647645.096715918626	224519.012938995555	-0.064690881108	0.131424981133	0.051372577948
8701100.870857624337	1460053.552491770126	656439.119975537644	227971.367784404749	-0.065422460845	0.127598695964	0.050309418375
8769010.266514096409	1455598.207038447028	664980.575320408330	231353.289098575449	-0.065723522841	0.123999803635	0.049303695896
8836919.662170568481	1451135.653674582485	673287.528451827005	234669.784203975636	-0.065644132083	0.120703915872	0.048387605296
8972738.453483514488	1442278.768085432705	689293.147989042685	241136.739450697321	-0.064611660300	0.115260061766	0.046934784928
9108557.244796460494	1433612.223562495550	704677.923037374159	247448.467172428180	-0.062943664783	0.111594112860	0.046121865041
9244376.036109406501	1425176.944070214871	719690.871270080796	253698.217745660542	-0.061308778248	0.109780849448	0.046028453112
9380194.827422352508	1416926.392975473776	734574.966637106962	259983.625318329170	-0.060313849639	0.109662834851	0.046640854403
9516013.618735298514	1408740.978561529890	749539.870157009456	266395.144909423776	-0.060420300433	0.110914815765	0.047869379314
9651832.410048244521	1400450.886066381820	764746.040606512222	273008.088416619110	-0.061911736690	0.113130142234	0.049578372000
9787651.201361190528	1391855.954167821677	780295.319825116079	279877.360767241684	-0.064918277764	0.115893488973	0.051615774057
9923469.992674136534	1382747.177413242636	796234.652499228367	287037.016366772412	-0.069460512412	0.118813976280	0.053829183532
10059288.783987082541	1372919.777330085170	812560.158483254141	294500.640942567203	-0.075487984026	0.121524006129	0.056068412419
10195107.575300028548	1362179.214856394101	829218.950095774140	302261.427525100706	-0.082890675857	0.123661182303	0.058179358721
10330926.366612974554	1350350.316872811178	846108.336318696267	310290.982765773078	-0.091470901653	0.124857399766	0.059997514110
10557449.177639378235	1327851.159984100377	874358.698536464828	324131.718913823890	-0.107362808887	0.123874980539	0.061933907646
10760478.625545881689	1304622.863247214584	899122.002437414019	336758.032471128332	-0.121188892479	0.119511353998	0.062192348160
10760478.625545881689	1304622.863247215748	899122.002437413088	336758.032471127866	-0.119931983409	0.120253790753	0.063128771313
10760478.625553786755	1304622.863246267661	899122.002438363736	336758.032471626939	-0.119931983409	0.120253790753	0.063128771313
10760478.625569598749	1304622.863244371256	899122.002440265147	336758.032472625084	-0.119931983410	0.120253790752	0.063128771313
10760478.625601220876	1304622.863240578678	899122.002444067854	336758.032474621374	-0.119931983412	0.120253790751	0.063128771313
10760478.625664466992	1304622.863232993521	899122.002451673383	336758.032478614012	-0.119931983416	0.120253790750	0.063128771313
10760478.625790957361	1304622.863217823207	899122.002466884442	336758.032486599230	-0.119931983424	0.120253790746	0.063128771313
10760478.626043939963	1304622.863187482581	899122.002497306559	336758.032502569666	-0.119931983440	0.120253790739	0.063128771312
10760478.626549905166	1304622.863126801327	899122.002558150678	336758.032534510596	-0.119931983472	0.120253790725	0.063128771311
10760478.627561833709	1304622.863005438587	899122.002679838915	336758.032598392398	-0.119931983536	0.120253790696	0.063128771309
10760478.629585690796	1304622.862762713339	899122.002923215507	336758.032726156060	-0.119931983663	0.120253790639	0.063128771305
10760478.633633406833	1304622.862277262844	899122.003409968573	336758.032981683384	-0.119931983917	0.120253790524	0.063128771297
10760478.641728837043	1304622.861306361854	899122.004383474821	336758.033492737974	-0.119931984425	0.120253790295	0.063128771280
10760478.657919699326	1304622.859364559641	899122.006330487318	336758.034514847153	-0.119931985441	0.120253789837	0.063128771247
10760478.690301422030	1304622.855480955215	899122.010224512196	336758.036559065571	-0.119931987474	0.120253788921	0.063128771181
10760478.755064869300	1304622.847713746130	899122.018012561952	336758.040647502348	-0.119931991539	0.120253787089	0.063128771049
10760478.884591761976	1304622.832179327263	899122.033588661114	336758.048824375903	-0.119931999670	0.120253783424	0.063128770785
10760479.143645547330	1304622.801110486500	899122.064740858041	336758.065178122895	-0.119932015932	0.120253776095	0.063128770256
10760479.661753119901	1304622.738972792402	899122.127045246190	336758.097885616473	-0.119932048455	0.120253761437	0.063128769199
10760480.697968263179	1304622.614697353914	899122.251653999672	336758.163300601998	-0.119932113501	0.120253732122	0.063128767085
